ts,node,temp_c,hum,t_max,t_min,fault
2026-03-03 14:00:00,node-d,23.57,51.1,26.06,17.21,0
2026-03-03 14:00:00,node-e,23.38,46.5,25.97,17.99,1
2026-03-03 14:00:00,node-f,25.05,53.4,26.77,17.96,1
2026-03-03 14:15:00,NODE-A,22.44,44.4,23.33,15.92,0
2026-03-03 14:15:00,node-b,21.59,71.9,23.54,16.66,0
2026-03-03 14:15:00,node-c,23.44,51.6,24.97,17.12,0
2026-03-03 14:15:00,node-d,25.05,52.0,26.06,17.21,1
2026-03-03 14:15:00,node-e,23.69,61.5,25.97,17.99,0
2026-03-03 14:15:00, NODE-F ,25.08,52.2,26.77,17.96,1
2026-03-03 14:30:00,node-a,22.83,67.1,23.33,15.92,0
2026-03-03 14:30:00,node-b,22.77,59.2,23.54,16.66,0
2026-03-03 14:30:00,node-c,24.58,60.9,24.97,17.12,0
2026-03-03 14:30:00,node-d,23.42,48.9,26.06,17.21,1
2026-03-03 14:30:00,node-e,24.30,,25.97,17.99,1
2026-03-03 14:30:00,node-f,25.69,44.8,26.77,17.96,1
2026-03-03 14:45:00,node-a,22.21,62.1,23.33,15.92,0
2026-03-03 14:45:00,node-b,22.14,75.8,23.54,16.66,0
2026-03-03 14:45:00,node-c,,43.0,24.97,17.12,0
2026-03-03 14:45:00,node-d,23.93,42.7,26.06,17.21,1
2026-03-03 14:45:00,node-e,,41.3,25.97,17.99,1
2026-03-03 14:45:00,node-f,25.57,51.0,26.77,17.96,1
2026-03-03 15:00:00,node-a,22.16,45.5,23.33,15.92,0
2026-03-03 15:00:00,node-b,21.49,60.6,23.54,16.66,0
2026-03-03 15:00:00,node-c,23.19,47.3,24.97,17.12,0
2026-03-03 15:00:00,NODE-D,24.01,39.5,26.06,17.21,1
2026-03-03 15:00:00,node-e,24.83,45.9,25.97,17.99,1
2026-03-03 15:00:00,node-f,26.47,51.2,26.77,17.96,1
2026-03-03 15:15:00,node-a,23.03,63.5,23.33,15.92,0
2026-03-03 15:15:00,node-b,23.24,45.5,23.54,16.66,1
2026-03-03 15:15:00, NODE-C ,22.43,55.2,24.97,17.12,0
2026-03-03 15:15:00,node-d,25.76,55.6,26.06,17.21,1
2026-03-03 15:15:00,node-e,24.23,39.2,25.97,17.99,0
2026-03-03 15:15:00,node-f,24.57,,26.77,17.96,1
2026-03-03 15:30:00,node-a,22.45,58.6,23.33,15.92,0
2026-03-03 15:30:00,node-b,21.99,,23.54,16.66,0
2026-03-03 15:30:00,node-c,23.72,59.3,24.97,17.12,0
2026-03-03 15:30:00,node-d,23.45,45.2,26.06,17.21,0
2026-03-03 15:30:00,node-e,24.54,,25.97,17.99,1
2026-03-03 15:30:00,node-f,24.97,45.9,26.77,17.96,1
2026-03-03 15:45:00,node-a,21.89,53.2,23.33,15.92,0
2026-03-03 15:45:00,node-b ,22.12,59.0,23.54,16.66,0
2026-03-03 15:45:00,node-c,24.39,54.9,24.97,17.12,1
2026-03-03 15:45:00,node-d,23.71,43.2,26.06,17.21,1
2026-03-03 15:45:00,node-e,24.66,49.6,25.97,17.99,1
2026-03-03 15:45:00,node-f,24.76,48.0,26.77,17.96,1
2026-03-03 16:00:00,NODE-A,22.25,47.1,23.33,15.92,0
2026-03-03 16:00:00,node-b,21.46,57.9,23.54,16.66,0
2026-03-03 16:00:00,node-c,23.21,43.2,24.97,17.12,1
2026-03-03 16:00:00,node-d,24.00,61.5,26.06,17.21,0
2026-03-03 16:00:00,node-e,24.55,52.9,25.97,17.99,1
2026-03-03 16:00:00,node-f,24.79,40.9,26.77,17.96,1
2026-03-03 16:15:00,node-a,21.96,49.9,23.33,15.92,0
2026-03-03 16:15:00,node-b,22.96,64.5,23.54,16.66,1
2026-03-03 16:15:00,node-c,22.83,,24.97,17.12,0
2026-03-03 16:15:00,node-d,23.95,45.6,26.06,17.21,1
2026-03-03 16:15:00,node-e,24.68,52.7,25.97,17.99,1
2026-03-03 16:15:00,node-f,25.57,31.1,26.77,17.96,1
2026-03-03 16:30:00,node-a,21.67,50.4,23.33,15.92,0
2026-03-03 16:30:00,node-b,22.91,48.4,23.54,16.66,0
2026-03-03 16:30:00,node-c,22.88,53.9,24.97,17.12,0
2026-03-03 16:30:00,node-d,22.99,53.3,26.06,17.21,1
2026-03-03 16:30:00,node-e ,24.50,42.8,25.97,17.99,1
2026-03-03 16:30:00,node-f,23.40,29.7,26.77,17.96,1
2026-03-03 16:45:00,node-a,21.47,55.9,23.33,15.92,1
2026-03-03 16:45:00,node-b,21.81,39.9,23.54,16.66,0
2026-03-03 16:45:00,node-c,23.23,55.1,24.97,17.12,0
2026-03-03 16:45:00, NODE-D ,24.65,53.2,26.06,17.21,1
2026-03-03 16:45:00,node-e,24.71,38.9,25.97,17.99,1
2026-03-03 16:45:00,node-f,24.70,55.3,26.77,17.96,1
2026-03-03 17:00:00,node-a,21.28,66.0,23.33,15.92,0
2026-03-03 17:00:00,node-b,22.15,56.2,23.54,16.66,0
2026-03-03 17:00:00,node-c,24.10,53.5,24.97,17.12,1
2026-03-03 17:00:00,node-d,22.78,58.8,26.06,17.21,0
2026-03-03 17:00:00,node-e,23.31,54.5,25.97,17.99,1
2026-03-03 17:00:00,node-f,24.81,40.6,26.77,17.96,1
2026-03-03 17:15:00,node-a,21.76,65.5,23.33,15.92,0
2026-03-03 17:15:00,node-a,21.76,65.5,23.33,15.92,0
2026-03-03 17:15:00,node-b,21.91,56.8,23.54,16.66,0
2026-03-03 17:15:00,node-c,23.11,61.2,24.97,17.12,0
2026-03-03 17:15:00,node-d,23.40,53.9,26.06,17.21,0
2026-03-03 17:15:00,node-e,24.67,49.0,25.97,17.99,1
2026-03-03 17:15:00,node-f,25.21,50.2,26.77,17.96,1
2026-03-03 17:30:00,node-a,19.71,65.9,23.33,15.92,0
2026-03-03 17:30:00,node-b ,22.43,56.3,23.54,16.66,0
2026-03-03 17:30:00,node-c,23.95,41.8,24.97,17.12,1
2026-03-03 17:30:00,node-d,23.33,52.1,26.06,17.21,0
2026-03-03 17:30:00,node-e,24.25,50.6,25.97,17.99,1
2026-03-03 17:30:00,node-f,23.35,39.8,26.77,17.96,1
2026-03-03 17:45:00, NODE-A ,20.99,55.3,23.33,15.92,0
2026-03-03 17:45:00,node-b,21.00,48.9,23.54,16.66,0
2026-03-03 17:45:00,node-c,24.67,47.2,24.97,17.12,1
2026-03-03 17:45:00,node-d,24.05,56.5,26.06,17.21,1
2026-03-03 17:45:00,node-e,25.67,50.5,25.97,17.99,1
2026-03-03 17:45:00,node-f,25.56,40.8,26.77,17.96,1
2026-03-03 18:00:00,node-a,21.19,61.0,23.33,15.92,0
2026-03-03 18:00:00,node-b,23.02,65.1,23.54,16.66,0
2026-03-03 18:00:00,node-c,22.11,57.1,24.97,17.12,0
2026-03-03 18:00:00,node-d,23.14,63.6,26.06,17.21,0
2026-03-03 18:00:00,node-e,23.12,47.1,25.97,17.99,1
2026-03-03 18:00:00,node-f,25.66,55.3,26.77,17.96,1
2026-03-03 18:15:00,node-a,21.77,53.7,23.33,15.92,0
2026-03-03 18:15:00,node-b,23.23,50.4,23.54,16.66,0
2026-03-03 18:15:00,node-c,22.37,62.8,24.97,17.12,0
2026-03-03 18:15:00,node-d,23.40,54.9,26.06,17.21,1
2026-03-03 18:15:00,NODE-E,,50.2,25.97,17.99,1
2026-03-03 18:15:00,node-f,25.22,56.9,26.77,17.96,1
2026-03-03 18:30:00,node-a,22.42,69.9,23.33,15.92,0
2026-03-03 18:30:00,node-b,21.75,56.4,23.54,16.66,0
2026-03-03 18:30:00,node-c,21.90,47.2,24.97,17.12,0
2026-03-03 18:30:00, NODE-D ,22.22,56.0,26.06,17.21,1
2026-03-03 18:30:00,node-e,24.08,57.4,25.97,17.99,1
2026-03-03 18:30:00,node-f,23.84,47.0,26.77,17.96,1
2026-03-03 18:45:00,node-a,21.19,57.1,23.33,15.92,0
2026-03-03 18:45:00,node-b,22.46,52.7,23.54,16.66,0
2026-03-03 18:45:00,node-c,21.17,55.7,24.97,17.12,0
2026-03-03 18:45:00,node-d,22.69,57.1,26.06,17.21,1
2026-03-03 18:45:00,node-e,22.44,53.6,25.97,17.99,0
2026-03-03 18:45:00,node-f,23.85,53.3,26.77,17.96,1
2026-03-03 19:00:00,node-a,21.86,55.4,23.33,15.92,0
2026-03-03 19:00:00,node-b,21.95,56.9,23.54,16.66,0
2026-03-03 19:00:00,node-c,21.59,54.8,24.97,17.12,1
2026-03-03 19:00:00,node-d,23.78,59.7,26.06,17.21,1
2026-03-03 19:00:00,node-e,22.68,55.9,25.97,17.99,1
2026-03-03 19:00:00,node-f,24.58,53.5,26.77,17.96,1
2026-03-03 19:15:00,node-a,20.23,55.4,23.33,15.92,0
2026-03-03 19:15:00,NODE-B,22.08,65.7,23.54,16.66,0
2026-03-03 19:15:00,node-c,20.64,62.5,24.97,17.12,0
2026-03-03 19:15:00,node-d,21.97,63.3,26.06,17.21,0
2026-03-03 19:15:00,node-e,24.63,51.2,25.97,17.99,1
2026-03-03 19:15:00,node-f,23.90,68.7,26.77,17.96,1
2026-03-03 19:30:00, NODE-A ,21.14,67.1,23.33,15.92,0
2026-03-03 19:30:00,node-b,21.02,57.9,23.54,16.66,0
2026-03-03 19:30:00,node-c,21.18,,24.97,17.12,0
2026-03-03 19:30:00,node-d,23.34,53.2,26.06,17.21,1
2026-03-03 19:30:00,node-e,23.96,63.0,25.97,17.99,1
2026-03-03 19:30:00,node-f,22.51,44.6,26.77,17.96,1
2026-03-03 19:45:00,node-a,19.33,,23.33,15.92,0
2026-03-03 19:45:00,node-b,21.38,56.0,23.54,16.66,0
2026-03-03 19:45:00,node-b,21.38,56.0,23.54,16.66,0
2026-03-03 19:45:00,node-c,21.88,61.5,24.97,17.12,0
2026-03-03 19:45:00,node-d,21.96,54.3,26.06,17.21,1
2026-03-03 19:45:00,node-e,22.38,56.6,25.97,17.99,0
2026-03-03 19:45:00,node-f ,23.74,57.3,26.77,17.96,1
2026-03-03 20:00:00,node-a,21.04,70.7,23.33,15.92,0
2026-03-03 20:00:00,node-b,21.46,55.6,23.54,16.66,0
2026-03-03 20:00:00,node-c,21.11,59.1,24.97,17.12,0
2026-03-03 20:00:00,node-d,21.52,62.6,26.06,17.21,0
2026-03-03 20:00:00,NODE-E,22.72,62.0,25.97,17.99,1
2026-03-03 20:00:00,node-f,23.75,48.6,26.77,17.96,1
2026-03-03 20:15:00,node-a,20.94,72.0,23.33,15.92,0
2026-03-03 20:15:00,node-b,,66.1,23.54,16.66,0
2026-03-03 20:15:00,node-c,23.41,64.0,24.97,17.12,0
2026-03-03 20:15:00,node-d,21.76,67.3,26.06,17.21,0
2026-03-03 20:15:00,node-e,23.63,41.4,25.97,17.99,1
2026-03-03 20:15:00,node-f,22.40,50.6,26.77,17.96,1
2026-03-03 20:30:00,node-a,19.31,53.0,23.33,15.92,0
2026-03-03 20:30:00,node-b,19.96,66.4,23.54,16.66,0
2026-03-03 20:30:00,node-c,20.18,57.4,24.97,17.12,0
2026-03-03 20:30:00,node-d,21.67,57.5,26.06,17.21,1
2026-03-03 20:30:00,node-e,21.84,58.8,25.97,17.99,0
2026-03-03 20:30:00,node-f,23.02,50.0,26.77,17.96,1
2026-03-03 20:45:00,node-a,20.23,,23.33,15.92,0
2026-03-03 20:45:00,node-b,20.33,79.2,23.54,16.66,0
2026-03-03 20:45:00,node-b,20.33,79.2,23.54,16.66,0
2026-03-03 20:45:00,node-c ,20.72,65.9,24.97,17.12,0
2026-03-03 20:45:00,node-d,21.92,56.6,26.06,17.21,1
2026-03-03 20:45:00,node-e,23.11,54.0,25.97,17.99,0
2026-03-03 20:45:00,node-f,22.93,50.1,26.77,17.96,1
2026-03-03 21:00:00,node-a,19.94,65.8,23.33,15.92,0
2026-03-03 21:00:00, NODE-B ,20.52,73.7,23.54,16.66,0
2026-03-03 21:00:00,node-c,21.26,68.5,24.97,17.12,0
2026-03-03 21:00:00,node-d,20.96,60.8,26.06,17.21,1
2026-03-03 21:00:00,node-e,20.91,61.5,25.97,17.99,0
2026-03-03 21:00:00,node-f,22.80,51.9,26.77,17.96,1
2026-03-03 21:15:00,node-a,19.52,,23.33,15.92,0
2026-03-03 21:15:00,node-b,19.69,62.8,23.54,16.66,0
2026-03-03 21:15:00,node-c,20.29,69.8,24.97,17.12,0
2026-03-03 21:15:00,node-d,20.14,73.5,26.06,17.21,0
2026-03-03 21:15:00,node-e,22.33,57.5,25.97,17.99,1
2026-03-03 21:15:00,node-f,22.18,60.5,26.77,17.96,0
2026-03-03 21:30:00,node-a,19.83,70.9,23.33,15.92,0
2026-03-03 21:30:00,node-b,20.93,71.1,23.54,16.66,0
2026-03-03 21:30:00,node-c,19.80,73.5,24.97,17.12,0
2026-03-03 21:30:00,node-d,20.80,62.9,26.06,17.21,0
2026-03-03 21:30:00,node-e,20.73,66.6,25.97,17.99,0
2026-03-03 21:30:00,node-f ,21.76,63.7,26.77,17.96,0
2026-03-03 21:45:00,node-a,19.38,59.9,23.33,15.92,0
2026-03-03 21:45:00,node-b,20.42,75.7,23.54,16.66,0
2026-03-03 21:45:00,node-c,19.06,65.9,24.97,17.12,0
2026-03-03 21:45:00,node-d,20.21,72.6,26.06,17.21,0
2026-03-03 21:45:00, NODE-E ,20.54,64.8,25.97,17.99,0
2026-03-03 21:45:00,node-f,22.63,53.1,26.77,17.96,1
2026-03-03 22:00:00,node-a,18.80,74.2,23.33,15.92,0
2026-03-03 22:00:00,node-b,19.97,67.0,23.54,16.66,0
2026-03-03 22:00:00,node-c,20.19,56.9,24.97,17.12,0
2026-03-03 22:00:00,node-d,21.60,67.6,26.06,17.21,0
2026-03-03 22:00:00,node-e,20.79,65.8,25.97,17.99,0
2026-03-03 22:00:00,node-f,21.94,59.0,26.77,17.96,0
2026-03-03 22:15:00,node-a,18.63,74.0,23.33,15.92,0
2026-03-03 22:15:00,node-b,20.03,62.3,23.54,16.66,0
2026-03-03 22:15:00,node-c,20.93,68.6,24.97,17.12,0
2026-03-03 22:15:00,node-d,19.57,,26.06,17.21,0
2026-03-03 22:15:00,node-e,20.05,62.5,25.97,17.99,0
2026-03-03 22:15:00,node-f,20.98,59.5,26.77,17.96,0
2026-03-03 22:30:00,node-a,19.76,71.5,23.33,15.92,0
2026-03-03 22:30:00,node-b,19.37,69.8,23.54,16.66,0
2026-03-03 22:30:00,NODE-C,19.00,68.2,24.97,17.12,0
2026-03-03 22:30:00,node-d,20.73,68.0,26.06,17.21,0
2026-03-03 22:30:00,node-d,20.73,68.0,26.06,17.21,0
2026-03-03 22:30:00,node-e,20.27,,25.97,17.99,0
2026-03-03 22:30:00,node-f,21.81,52.6,26.77,17.96,0
2026-03-03 22:30:00,node-f,21.81,52.6,26.77,17.96,0
2026-03-03 22:45:00,node-a,18.79,78.7,23.33,15.92,0
2026-03-03 22:45:00, NODE-B ,18.31,84.8,23.54,16.66,0
2026-03-03 22:45:00,node-c,19.97,71.3,24.97,17.12,0
2026-03-03 22:45:00,node-d,19.81,69.3,26.06,17.21,0
2026-03-03 22:45:00,node-e,20.21,62.0,25.97,17.99,0
2026-03-03 22:45:00,node-f,20.69,56.4,26.77,17.96,0
2026-03-03 23:00:00,node-a,18.20,78.9,23.33,15.92,0
2026-03-03 23:00:00,node-b,19.12,,23.54,16.66,0
2026-03-03 23:00:00,node-c,20.27,65.1,24.97,17.12,0
2026-03-03 23:00:00,node-d,19.57,55.0,26.06,17.21,0
2026-03-03 23:00:00,node-e,20.89,80.2,25.97,17.99,0
2026-03-03 23:00:00,node-f,20.89,50.3,26.77,17.96,0
2026-03-03 23:15:00,node-a,18.21,73.8,23.33,15.92,0
2026-03-03 23:15:00,node-b,18.60,70.0,23.54,16.66,0
2026-03-03 23:15:00,node-c,19.07,77.5,24.97,17.12,0
2026-03-03 23:15:00,node-d,19.77,,26.06,17.21,0
2026-03-03 23:15:00,node-e,21.44,54.5,25.97,17.99,1
2026-03-03 23:15:00,NODE-F,20.14,71.0,26.77,17.96,0
2026-03-03 23:30:00,node-a,17.68,73.7,23.33,15.92,0
2026-03-03 23:30:00,node-b,19.00,63.5,23.54,16.66,0
2026-03-03 23:30:00,node-c,18.68,84.9,24.97,17.12,0
2026-03-03 23:30:00,node-d,20.51,75.7,26.06,17.21,0
2026-03-03 23:30:00, NODE-E ,20.47,64.2,25.97,17.99,0
2026-03-03 23:30:00,node-f,21.27,58.9,26.77,17.96,0
2026-03-03 23:45:00,node-a,18.87,71.7,23.33,15.92,0
2026-03-03 23:45:00,node-b,,69.2,23.54,16.66,0
2026-03-03 23:45:00,node-c,19.97,,24.97,17.12,0
2026-03-03 23:45:00,node-d,19.26,62.3,26.06,17.21,0
2026-03-03 23:45:00,node-e,19.40,68.1,25.97,17.99,0
2026-03-03 23:45:00,node-f,19.79,73.0,26.77,17.96,0
2026-03-04 00:00:00,node-a,18.25,78.1,23.41,15.93,0
2026-03-04 00:00:00,node-b,18.70,85.0,24.53,16.42,0
2026-03-04 00:00:00,node-c,19.42,67.2,24.88,16.78,0
2026-03-04 00:00:00,node-d ,19.70,59.2,25.13,17.51,0
2026-03-04 00:00:00,node-e,19.10,62.4,26.25,17.94,0
2026-03-04 00:00:00,node-f,19.09,77.6,26.48,18.36,0
2026-03-04 00:15:00,node-a,18.06,72.5,23.41,15.93,0
2026-03-04 00:15:00,node-b,19.05,65.0,24.53,16.42,0
2026-03-04 00:15:00,NODE-C,19.62,72.2,24.88,16.78,0
2026-03-04 00:15:00,node-d,19.25,67.9,25.13,17.51,0
2026-03-04 00:15:00,node-e,20.05,69.6,26.25,17.94,0
2026-03-04 00:15:00,node-f,20.27,67.1,26.48,18.36,0
2026-03-04 00:30:00,node-a,17.85,74.2,23.41,15.93,0
2026-03-04 00:30:00,node-b,19.02,74.4,24.53,16.42,0
2026-03-04 00:30:00,node-c,17.85,68.0,24.88,16.78,0
2026-03-04 00:30:00,node-d,18.13,60.8,25.13,17.51,0
2026-03-04 00:30:00,node-e,20.13,54.0,26.25,17.94,0
2026-03-04 00:30:00,node-f,19.39,68.3,26.48,18.36,0
2026-03-04 00:45:00,node-a,17.25,83.0,23.41,15.93,0
2026-03-04 00:45:00,node-b,17.50,66.7,24.53,16.42,0
2026-03-04 00:45:00,node-c,19.66,74.1,24.88,16.78,0
2026-03-04 00:45:00,node-d,18.74,57.2,25.13,17.51,0
2026-03-04 00:45:00,node-e,20.06,67.6,26.25,17.94,0
2026-03-04 00:45:00,node-f,19.93,,26.48,18.36,0
2026-03-04 01:00:00,node-a ,17.19,77.7,23.41,15.93,0
2026-03-04 01:00:00,node-b,17.47,63.0,24.53,16.42,0
2026-03-04 01:00:00,node-c,17.76,80.9,24.88,16.78,0
2026-03-04 01:00:00,node-c,17.76,80.9,24.88,16.78,0
2026-03-04 01:00:00,node-d,19.25,62.7,25.13,17.51,0
2026-03-04 01:00:00,node-e,18.24,65.8,26.25,17.94,0
2026-03-04 01:00:00, NODE-F ,19.25,58.5,26.48,18.36,0
2026-03-04 01:15:00,node-a,16.85,76.6,23.41,15.93,0
2026-03-04 01:15:00,node-b,,75.9,24.53,16.42,0
2026-03-04 01:15:00,node-c,17.54,75.0,24.88,16.78,0
2026-03-04 01:15:00,node-d,18.99,69.3,25.13,17.51,0
2026-03-04 01:15:00,node-e,,62.1,26.25,17.94,0
2026-03-04 01:15:00,node-f,19.24,54.4,26.48,18.36,0
2026-03-04 01:30:00,node-a,,86.2,23.41,15.93,0
2026-03-04 01:30:00,node-b,17.45,70.1,24.53,16.42,0
2026-03-04 01:30:00,node-c,18.20,76.6,24.88,16.78,0
2026-03-04 01:30:00,node-d,19.03,71.1,25.13,17.51,0
2026-03-04 01:30:00,node-e,19.24,52.6,26.25,17.94,0
2026-03-04 01:30:00,node-f,20.63,65.0,26.48,18.36,0
2026-03-04 01:45:00,node-a,18.00,88.5,23.41,15.93,0
2026-03-04 01:45:00,node-b,17.87,67.7,24.53,16.42,0
2026-03-04 01:45:00,node-c,17.74,84.0,24.88,16.78,0
2026-03-04 01:45:00,node-d ,18.22,74.1,25.13,17.51,0
2026-03-04 01:45:00,node-d ,18.22,74.1,25.13,17.51,0
2026-03-04 01:45:00,node-e,19.74,66.3,26.25,17.94,0
2026-03-04 01:45:00,node-f,19.76,58.6,26.48,18.36,0
2026-03-04 02:00:00,node-a,18.28,80.8,23.41,15.93,0
2026-03-04 02:00:00,node-b,17.40,67.3,24.53,16.42,0
2026-03-04 02:00:00, NODE-C ,18.88,75.3,24.88,16.78,0
2026-03-04 02:00:00,node-d,19.20,62.0,25.13,17.51,0
2026-03-04 02:00:00,node-e,19.83,74.2,26.25,17.94,0
2026-03-04 02:00:00,node-f,19.28,66.0,26.48,18.36,0
2026-03-04 02:15:00,node-a,16.56,74.4,23.41,15.93,0
2026-03-04 02:15:00,node-b,17.40,79.0,24.53,16.42,0
2026-03-04 02:15:00,node-c,18.10,72.0,24.88,16.78,0
2026-03-04 02:15:00,node-d,19.11,77.8,25.13,17.51,0
2026-03-04 02:15:00,node-e,20.00,68.3,26.25,17.94,0
2026-03-04 02:15:00,node-f,19.94,58.5,26.48,18.36,0
2026-03-04 02:30:00,node-a,16.44,76.1,23.41,15.93,0
2026-03-04 02:30:00,node-b,16.93,77.6,24.53,16.42,0
2026-03-04 02:30:00,node-c,18.11,68.3,24.88,16.78,0
2026-03-04 02:30:00,node-d,17.88,68.9,25.13,17.51,0
2026-03-04 02:30:00,node-e,19.18,65.9,26.25,17.94,0
2026-03-04 02:30:00,node-f,19.55,83.2,26.48,18.36,0
2026-03-04 02:45:00,NODE-A,16.92,79.6,23.41,15.93,0
2026-03-04 02:45:00,node-b,17.85,60.1,24.53,16.42,0
2026-03-04 02:45:00,node-c,18.02,60.2,24.88,16.78,0
2026-03-04 02:45:00,node-d,19.11,78.9,25.13,17.51,0
2026-03-04 02:45:00,node-e,19.42,71.7,26.25,17.94,0
2026-03-04 02:45:00, NODE-F ,18.66,74.0,26.48,18.36,0
2026-03-04 03:00:00,node-a,16.23,75.7,23.41,15.93,0
2026-03-04 03:00:00,node-b,17.28,74.4,24.53,16.42,0
2026-03-04 03:00:00,node-c,18.90,73.2,24.88,16.78,0
2026-03-04 03:00:00,node-d,18.27,71.2,25.13,17.51,0
2026-03-04 03:00:00,node-e,18.90,70.3,26.25,17.94,0
2026-03-04 03:00:00,node-f,19.19,69.3,26.48,18.36,0
2026-03-04 03:15:00,node-a,17.25,67.0,23.41,15.93,0
2026-03-04 03:15:00,node-b,17.05,,24.53,16.42,0
2026-03-04 03:15:00,node-c,17.97,81.5,24.88,16.78,0
2026-03-04 03:15:00,node-d,19.29,86.5,25.13,17.51,0
2026-03-04 03:15:00,node-e,20.57,64.0,26.25,17.94,0
2026-03-04 03:15:00,node-f,20.16,64.9,26.48,18.36,0
2026-03-04 03:30:00,node-a,18.02,,23.41,15.93,0
2026-03-04 03:30:00,node-b,16.72,82.0,24.53,16.42,0
2026-03-04 03:30:00,node-c,18.60,74.7,24.88,16.78,0
2026-03-04 03:30:00,NODE-D,19.27,69.2,25.13,17.51,0
2026-03-04 03:30:00,node-e,20.09,68.6,26.25,17.94,0
2026-03-04 03:30:00,node-e,20.09,68.6,26.25,17.94,0
2026-03-04 03:30:00,node-f,19.48,,26.48,18.36,0
2026-03-04 03:45:00,node-a,17.21,73.3,23.41,15.93,0
2026-03-04 03:45:00,node-b,17.93,79.5,24.53,16.42,0
2026-03-04 03:45:00, NODE-C ,,71.6,24.88,16.78,0
2026-03-04 03:45:00,node-d,17.81,64.9,25.13,17.51,0
2026-03-04 03:45:00,node-e,18.53,70.5,26.25,17.94,0
2026-03-04 03:45:00,node-f,21.21,,26.48,18.36,1
2026-03-04 04:00:00,node-a,16.34,75.7,23.41,15.93,0
2026-03-04 04:00:00,node-b,17.56,83.4,24.53,16.42,0
2026-03-04 04:00:00,node-b,17.56,83.4,24.53,16.42,0
2026-03-04 04:00:00,node-c,17.08,71.2,24.88,16.78,0
2026-03-04 04:00:00,node-d,18.48,67.0,25.13,17.51,0
2026-03-04 04:00:00,node-e,19.57,60.4,26.25,17.94,0
2026-03-04 04:00:00,node-f,20.25,62.0,26.48,18.36,0
2026-03-04 04:15:00,node-a,17.07,77.4,23.41,15.93,0
2026-03-04 04:15:00,node-b ,17.59,83.1,24.53,16.42,0
2026-03-04 04:15:00,node-c,17.79,73.0,24.88,16.78,0
2026-03-04 04:15:00,node-d,19.15,75.5,25.13,17.51,0
2026-03-04 04:15:00,node-e,20.03,71.6,26.25,17.94,0
2026-03-04 04:15:00,node-f,21.37,62.8,26.48,18.36,0
2026-03-04 04:30:00,NODE-A,17.42,87.4,23.41,15.93,0
2026-03-04 04:30:00,node-b,19.29,66.4,24.53,16.42,0
2026-03-04 04:30:00,node-c,19.38,81.3,24.88,16.78,0
2026-03-04 04:30:00,node-d,,61.2,25.13,17.51,0
2026-03-04 04:30:00,node-e,18.89,76.0,26.25,17.94,0
2026-03-04 04:30:00,node-f,21.20,70.6,26.48,18.36,0
2026-03-04 04:45:00,node-a,,77.6,23.41,15.93,0
2026-03-04 04:45:00,node-b,17.80,86.5,24.53,16.42,0
2026-03-04 04:45:00,node-c,17.52,68.4,24.88,16.78,0
2026-03-04 04:45:00,node-d,19.41,66.8,25.13,17.51,0
2026-03-04 04:45:00,node-e,19.30,,26.25,17.94,0
2026-03-04 04:45:00,node-f,19.33,66.7,26.48,18.36,0
2026-03-04 05:00:00,node-a,18.92,73.1,23.41,15.93,0
2026-03-04 05:00:00,node-b,18.71,67.9,24.53,16.42,0
2026-03-04 05:00:00,node-c,18.82,69.2,24.88,16.78,0
2026-03-04 05:00:00,node-d,19.36,,25.13,17.51,0
2026-03-04 05:00:00,node-e ,18.83,,26.25,17.94,0
2026-03-04 05:00:00,node-f,20.26,60.1,26.48,18.36,0
2026-03-04 05:15:00,node-a,17.64,71.0,23.41,15.93,0
2026-03-04 05:15:00,node-b,17.52,63.0,24.53,16.42,0
2026-03-04 05:15:00,node-b,17.52,63.0,24.53,16.42,0
2026-03-04 05:15:00,node-c,17.99,58.0,24.88,16.78,0
2026-03-04 05:15:00, NODE-D ,19.11,63.1,25.13,17.51,0
2026-03-04 05:15:00,node-e,19.34,65.9,26.25,17.94,0
2026-03-04 05:15:00,node-f,20.52,70.0,26.48,18.36,0
2026-03-04 05:30:00,node-a,17.67,69.6,23.41,15.93,0
2026-03-04 05:30:00,node-b,17.47,65.0,24.53,16.42,0
2026-03-04 05:30:00,node-c,20.18,79.3,24.88,16.78,0
2026-03-04 05:30:00,node-d,19.81,74.7,25.13,17.51,0
2026-03-04 05:30:00,node-e,19.44,75.6,26.25,17.94,0
2026-03-04 05:30:00,node-f,19.65,67.8,26.48,18.36,0
2026-03-04 05:30:00,node-f,19.65,67.8,26.48,18.36,0
2026-03-04 05:45:00,node-a,17.25,74.2,23.41,15.93,0
2026-03-04 05:45:00,node-b,18.70,75.1,24.53,16.42,0
2026-03-04 05:45:00,node-c,18.14,,24.88,16.78,0
2026-03-04 05:45:00,node-d,20.17,73.3,25.13,17.51,0
2026-03-04 05:45:00,node-e,19.12,72.3,26.25,17.94,0
2026-03-04 05:45:00,node-f,,58.5,26.48,18.36,0
2026-03-04 06:00:00,node-a,17.15,,23.41,15.93,0
2026-03-04 06:00:00,node-b ,18.29,74.8,24.53,16.42,0
2026-03-04 06:00:00,node-c,18.67,79.8,24.88,16.78,0
2026-03-04 06:00:00,node-d,19.19,70.6,25.13,17.51,0
2026-03-04 06:00:00,node-e,20.79,69.8,26.25,17.94,0
2026-03-04 06:00:00,node-f,20.21,72.0,26.48,18.36,0
2026-03-04 06:15:00, NODE-A ,17.77,63.5,23.41,15.93,0
